106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	2	2	2	2	2	3	4	5	6	7	8	2	2	9	10	2	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	2	9	10	2	2	11	12	13	14	15	16	2	2	17	18	2	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	2	17	19	20	21	22	23	24	25	26	27	28	29	2	2	2	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	2	2	30	31	32	33	34	35	36	37	38	39	40	41	2	2	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	42	2	43	44	45	46	47	48	49	50	51	52	53	54	55	56	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	2	2	2	2	2	2	2	57	58	59	60	2	2	2	61	62	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	55	56	2	2	2	2	2	63	64	65	2	2	2	55	66	67	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	61	68	69	2	2	2	2	70	71	72	2	2	2	61	73	67	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	74	75	76	2	2	77	78	79	80	81	82	83	2	74	84	67	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	74	85	68	69	2	86	78	79	80	81	82	83	55	66	84	67	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	103	104	103	104	103	104	103	104	103	104	103	104	103	104	103	104	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	105	106	105	106	105	106	105	106	105	106	105	106	105	106	105	106	106	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	106	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
